Tweets
Morto há mais de 20 anos voltou para votar no lula. Consta no site que ele votou.
"JAIR MESSIAS BOLSONARO, REELEITO 

DEIXE SEU AMÉM BEM FORTE!"
"Quantos covardes têm seu lugar na história? Nenhum. À história, apenas a glória dos corajosos e aos traidores, a infâmia. Geralmente, um traidor se vende, a preço que valha sua dignidade e honradez, por quase nada. Bolsonaro não está só. Ele tem a nós. E coragem não nos falta."
"Segue o fio  

A equipe de transição do Presidente Lula é uma das mais baratas de toda a história: são 269 voluntários e apenas 14 pessoas remuneradas, enquanto a do Bolsonaro teve 22 pessoas mamando no dinheiro público!"
"ATENÇÃO hoje 26/11/22. 
Veja o vídeo onde General MOURÃO 
Fala à BOLSONARO, no palanque do evento da Academia dos Agulhas Negras.  Primeiro fala:
""Vai lá com o povo..."" e depois
""Vai lá abre o jogo.... 
Bolsonaro responde não, com a cabeça."
"Que babaca, não precisava nem falar que é Bolsonaro, nós acampamento oferecemos comidas a todos que tem fone desde que seja educado.
Somos pessoas de paz e de bem."
"É isso aí amigos! Estamos juntos Presidente Bolsonaro! Lute por seu povo! Deus no comando! SOS Forças Armadas, o povo brasileiro confia em vocês! Deus, salve a nação brasileira, Deus salve o seu povo! "
"É isso aí amigos! Estamos juntos Presidente Bolsonaro! Lute por seu povo! Deus no comando! SOS Forças Armadas, o povo brasileiro confia em vocês! Deus, salve a nação brasileira, Deus salve o seu povo! "
"É isso aí amigos! Estamos juntos Presidente Bolsonaro! Lute por seu povo! Deus no comando! SOS Forças Armadas, o povo brasileiro confia em vocês! Deus, salve a nação brasileira, Deus salve o seu povo! "
"O Consórcio sentiu o baque e saiu em defesa das urnas e também de Alexandre de Moraes, todos com o mesmo discurso de golpe e tals, chora pois no segundo turno foi Bolsonaro 51%.

Queremos transparência, se o TSE não quer é que deve.
#BolsonaroReeleito"
"O Consórcio sentiu o baque e saiu em defesa das urnas e também de Alexandre de Moraes, todos com o mesmo discurso de golpe e tals, chora pois no segundo turno foi Bolsonaro 51%.

Queremos transparência, se o TSE não quer é que deve.
#BolsonaroReeleito"
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
Bolsonaro quebrou protocolo e vai até a multidão!
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"“Nunca abandonarei, o povo brasileiro para o qual devo lealdade absoluta!”

Jair Messias Bolsonaro22

Deus, família e pátria"
"Moro condenou Lula a 9 anos de prisão por que o Lula tem 9 dedos. Alexandre de Moraes condenou o partido do Bolsonaro a pagar 22 milhões, mesmo número do partido do Bolsonaro. O mundo dá voltas. Só que o Lula provou que foi perseguido, já o partido do Bolsonaro é golpista mesmo."
"Moro condenou Lula a 9 anos de prisão por que o Lula tem 9 dedos. Alexandre de Moraes condenou o partido do Bolsonaro a pagar 22 milhões, mesmo número do partido do Bolsonaro. O mundo dá voltas. Só que o Lula provou que foi perseguido, já o partido do Bolsonaro é golpista mesmo."
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
Indios protocolaram em  22/11 no Ministério da Justiça para que a ONU tome providências sobre o sumiço dos votos dos índios em Bolsonaro.
"Bolsonaro esperava: 22 eleito

Recebeu: 22 milhões de multa"
Boa noite
"Natal 22/11/2022 
Vamos continuar firmes aqui de frente ao quartel. 
#SOSFORCASARMADAS 
#vempraruabrasil"
"Mais um dia na luta , sem desistir sábado também é dia de guerrear "
"O despertar da nação, veio através de um homem! O nome dele é JAIR MESSIAS BOLSONARO!

Deus nunca falha. 

Não parem!!!! "
"PL VAI PAGAR SOZINHO A MULTA e continua com o Fundo Partidário bloqueado. 

É 22 confirma  "
"Xandão é bem sádico, não é que multou o PL de Valdemar e Bolsonaro, em (22) vinte e dois milhões de reais, pela fraude da tal auditoria, que apontou erro em 60% das urnas eleitorais, e pela frustrada tentativa de golpe. Só faltou determinar cadeia para esses dois safados..."
Políticos no Brasil kkkkkk
"SANTOS E SÃO VICENTE  !!!

EM FRENTE AO  2⁰ BATALHÃO DE INFANTARIA 
LEVE

BRASIL , 26 / 11 / 22"
"Acabo de fazer uma breve pesquisa hoje, 24/11/22....., para saber a quantas anda a narrativa da esquerda no que respeita ao tema das AGLOMERAÇÕES, que ela pretende usar para tentar impedir o POVO de se concentrar na frente dos Quartéis. 
 

TODOS DIANTE DOS QUARTÉIS!"
"Não pode ser diplomado. 
Bolsonaro não se pronunciou sobre o resultados das urnas. 
Tic tac tic tac....."
Agora vai ou vai !!!
" URGENTE: NEYMAR DIZ PRA VALDEMAR FAZER O 22 KKKKKKK

E DEPOIS PAGAR OS 22 MILHÕES"
"A “brincadeira” do PL contra a democracia custou caro não só para o partido como para a coligação que apoiou o candidato derrotado: R$ 22,9 milhões. Bolsonaro e Valdemar Costa Neto saem desmoralizados desta eleição.

Confira a análise de 
@renato_rovai
: https://youtu.be/t2M3r3ZrE4E"
Denúncia grave!

Tweets
"Eu quero eleições justas, se as urnas invalidadas impossibilitam minha eleição, que assim seja. Deus está conosco!"
"Cadê o Lula?
Cadê o PT?
Eleições canceladas já"
"#Lula Eleito 3 vez 

O Povo oprimido se libertou

Depôs de 4 anos de opressão e ódio o brasileiro está livre para ser feliz denovo

Estamos Numa #Democracia

Eleições são a validade legítima a liberdade de uma Nação 

#bolsafamilia"
"O #JornalNacional desmentiu o PL de Bolsonaro sobre a segurança das urnas e jogou a última pá de cal na tentativa golpista de cancelar o segundo turno das eleições.

Bolsonaro podia sair apenas como o fracassado que ele é, mas ele optou pela humilhação também."
"De forma bem objetiva, a auditoria apresentada pelo PL demonstrou que o único resultado das eleições que pode ser certificado é aquele das urnas de modelo 2020, ou seja:

Bolsonaro: 51,05%
Lula: 48,95%

Ou anulam as eleições ou Jair Bolsonaro está reeleito…"
"Aí pessoal, se o PT tivesse ganhado mesmo as eleições de 2022 iriam perder a chance de entregar os códigos fontes pra esfregar na nossa cara a vitória???????"
" Urnas não foram fraudadas nas eleições, diz Polícia Federal"
